Name,Soundex,Frequency
Booley,B400,1
Boon,B500,6
Boond,B530,1
Boore,B600,1
Boorman,B655,4
Boosey,B200,1
Boot,B300,5
Boote,B300,1
Booth,B300,82
Boothby,B310,1
Boother,B360,1
Boothman,B355,1
Boothroyd,B363,3
Bootle,B340,1
Booty,B300,1
Border,B636,1
Bordessa,B632,1
Bordman,B635,1
Bordrick,B636,1
Bore,B600,1
Boreham,B650,2
Borett?,B630,1
Borlace,B642,1
Borley,B640,1
Born,B650,1
Borradell,B634,1
Borrell,B640,1
Borrett,B630,4
Borrows,B620,1
Borton,B635,1
Borwick,B620,1
Bosanco,B252,1
Bosanho,B250,1
Bosanko,B252,1
Bose,B200,1
Bosley,B240,1
Bosomworth,B256,2
Boss,B200,2
Bossley,B240,1
Bossom,B250,1
Bosson,B250,3
Bostalmond,B234,1
Bosting,B235,1
Bostock,B232,4
Boston,B235,2
Bosward,B263,1
Boswell,B240,7
Bosworth,B263,9
Botham,B350,4
Botheway,B300,1
Bothwell,B340,1
Bott,B300,2
Botten,B350,2
Botterill,B364,2
Botting,B352,2
Bottle,B340,2
Bottom,B350,2
Bottomley,B354,16
Bottralls,B364,1
Bottriell,B364,1
Bottrill,B364,1
Botwright,B362,2
Boucher,B260,3
Boude,B300,1
Bouden,B350,1
Bouffler,B146,1
Boughey,B200,1
Boughton,B235,5
Boukett,B230,1
Boulcott,B423,1
Bould,B430,4
Boulder,B436,1
Boulding,B435,1
Boullen,B450,1
Boult,B430,1
Boulter,B436,4
Boulting,B435,1
Boulton,B435,17
Bounds,B532,1
Boundy,B530,2
Bounsall,B524,1
Bourchier,B626,1
Bourke,B620,3
Bourlet,B643,1
Bourn,B650,5
Bourne,B650,17
Bourner,B656,1
Bousfield,B214,3
Bouskill,B240,1
Boustread,B236,1
Boutall,B340,1
Boutcher,B326,1
Boutell,B340,3
Bouttell,B340,1
Bovay,B100,1
Bovell,B140,2
Bovey,B100,3
Bovingdon,B152,1
Bow,B000,2
Bowater,B360,3
Bowbeer,B160,1
Bowcock,B220,2
Bowden,B350,21
Bowdin,B350,3
Bowditch,B332,2
Bowdler,B346,2
Bowdon,B350,1
Bowen,B500,31
Bowens,B520,1
Bower,B600,15
Bowerbank,B615,1
Bowering,B652,2
Bowers,B620,16
Bowes,B200,4
Bowgen,B250,1
Bowgin,B250,1
Bowhay,B000,1
Bowie,B000,2
Bowkell,B240,1
Bowker,B260,11
Bowkley,B240,1
Bowlcott,B423,1
Bowle,B400,1
Bowledge,B432,1
Bowler,B460,11
Bowles,B420,14
Bowley,B400,5
Bowlin,B450,1
Bowling,B452,5
Bowly,B400,1
Bowman,B550,13
Bowmar,B560,1
Bown,B500,1
Bowne,B500,2
Bownes,B520,2
Bowness,B520,1
Bowr----,B600,1
Bowring,B652,2
Bowron,B650,2
Bowser,B260,3
Bowsher,B260,2
Bowskell,B240,1
Bowtell,B340,1
Bowyer,B600,11
Box,B200,3
Boxall,B240,4
Boxwell,B240,1
Boyce,B200,6
Boycott,B230,2
Boyd,B300,10
Boydell,B340,2
Boyden,B350,2
Boyer,B600,1
Boyers,B620,1
Boyes,B200,1
Boylan,B450,1
Boyland,B453,2
Boyle,B400,9
Boyne,B500,1
Boynton,B535,2
Boys,B200,3
Brabbs,B612,1
Brabs,B612,1
Brabury,B616,1
Brace,B620,3
Bracewell,B624,3
Bracey,B620,2
Brackell,B624,1
Bracker,B626,1
Brackinbury,B625,1
Brackley,B624,1
Bracknell,B625,1
Brackster,B623,1
Bradbeer,B631,2
Bradbuck,B631,1
Bradburn,B631,2
Bradbury,B631,19
Braddock,B632,1
Braddow,B630,1
Bradeley,B634,1
Bradey,B630,3
Bradfield,B631,4
Bradford,B631,14
Brading,B635,1
Bradlaugh,B634,2
Bradley,B634,55
Bradnem,B635,1
Bradney,B635,1
Bradock,B632,1
Bradshaw,B632,22
Bradwell,B634,2
Brady,B630,10
Bragg,B620,9
Braham,B650,2
Braidley,B634,1
Brailey,B640,1
Brailsford,B642,4
Brain,B650,5
Braine,B650,1
Braisher,B626,1
Braithwait,B633,2
Braithwaite,B633,10
Brake,B620,1
Brakes,B622,1
Bramall,B654,1
Bramble,B651,1
Bramby,B651,1
Bramhall,B654,2
Bramham,B655,1
Bramley,B654,4
Brammall,B654,1
Brammer,B656,3
Bramwell,B654,2
Bramwood,B653,1
Bran,B650,1
Branan,B655,1
Branburg,B651,1
Branch,B652,3
Branchett,B652,1
Brand,B653,7
Brandford,B653,1
Brandish,B653,1
Brandon,B653,3
Brandreth,B653,1
Branford?,B651,1
Branforth?,B651,1
Brankler?,B652,1
Brankston,B652,1
Brann,B650,1
Brannan,B655,3
Brannon,B655,1
Branon,B655,1
Branscombe,B652,1
Bransom,B652,2
Branson,B652,5
Branston,B652,2
Brant,B653,3
Branthwaite,B653,1
Branwood,B653,1
Brass,B620,2
Brassey,B620,1
Brassington,B625,2
Bratby,B631,2
Bratt,B630,2
Bratton,B635,1
Braughall,B624,1
Braun,B650,1
Braund,B653,3
Brauntt?,B653,1
Bravin,B615,1
Brawn,B650,4
Bray,B600,21
Brayford,B616,1
Brayley,B640,1
Braysham,B625,1
Brayshaw,B620,2
Brazenall,B625,1
Brazendale,B625,1
Brazier,B626,3
Brdshaw,B632,1
Breach,B620,1
Breacher,B626,1
Breadsell,B632,1
Breakley,B624,1
Breaks,B620,2
Breakshear,B626,1
Breakwell,B624,1
Brearley,B664,8
Breasley,B624,1
Brecknell,B625,1
Bredall,B634,1
Bredbury,B631,2
Breed,B630,1
Breedon,B635,2
Breene?,B650,1
Breevon,B615,1
Breeze,B620,6
Breftel?,B613,1
Bregan,B625,1
Breitenstein,B635,1
Brely,B640,1
Brench,B652,1
Brenchley,B652,2
Brenchly,B652,1
Brenkley,B652,1
Brennan,B655,5
Brennand,B655,1
Brenne,B650,1
Brennen,B655,1
Brennon,B655,1
Brent,B653,2
Brentnall,B653,4
Brenton,B653,1
Brereton,B663,3
Bresen,B625,1
Brestland,B623,1
Bretherick,B636,1
Bretherton,B636,2
Bretnell,B635,1
Breton,B635,1
Brett,B630,9
Bretton,B635,1
Brettoner,B635,2
Brewer,B660,17
Brewerton,B663,1
Brewin,B650,2
Brewis,B620,1
Brewster,B623,3
Brian,B650,3
Briant,B653,1
Brianton,B653,1
Briaris,B662,1
Brice,B620,1
Brickell,B624,2
Bricker,B626,1
Bricklebank,B624,1
Bricknell,B625,2
Brickstone,B623,1
Brickwell,B624,1
Bridal,B634,1
Briddon,B635,2
Bridegroome,B632,1
Briden,B635,1
Brider,B636,1
Bridge,B632,8
Bridgeand,B632,1
Bridgeford,B632,1
Bridgeman,B632,5
Bridgens,B632,1
Bridger,B632,3
Bridges,B632,9
Bridgewater,B632,1
Bridgewaters,B632,1
Bridgeword,B632,1
Bridgwood,B632,2
Bridle,B634,2
Bridson,B632,1
Brien,B650,2
Briercliffe,B662,1
Brierley,B664,11
Brierly,B664,1
Brigden,B623,1
Brigg,B620,1
Briggs,B620,36
Bright,B623,11
Brighting,B623,1
Brightland,B623,1
Brightman,B623,2
Brighton,B623,3
Brightwell,B623,1
Brightwen,B623,1
Brihaney,B650,1
Briley,B640,2
Brimacombe,B652,1
Brimble,B651,1
Brimblecombe,B651,2
Brimer,B656,1
Brimicam,B652,1
Brims,B652,1
Brimson,B652,1
Brind,B653,1
Brinded,B653,1
Brindle,B653,5
Brindley,B653,10
Brindsden,B653,1
Brine,B650,2
Brinkinshaw,B652,1
Brinkler,B652,1
Brinkley,B652,1
Brinklow,B652,1
Brinkman,B652,1
Brinkworth,B652,1
Brinn,B650,1
Brint,B653,1
Brinton,B653,1
Brisbourne,B621,1
Briscall,B624,1
Briscoe,B620,4
Briskill,B624,1
Bristow,B623,6
Bristy,B623,1
Britcher,B632,1
Britt,B630,2
Brittain,B635,6
Brittan,B635,1
Britten,B635,5
Britter,B636,2
Brittle,B634,1
Brittlebank,B634,1
Britton,B635,7
Brixton,B623,1
Broad,B630,12
Broadbent,B631,14
Broadbery,B631,1
Broadfield,B631,2
Broadhead,B633,3
Broadhurst,B636,9
Broadie,B630,1
Broadist,B632,1
Broadley,B634,6
Broadwater,B633,2
Broadway,B630,1
Brocas,B622,2
Brock,B620,6
Brockbank,B621,2
Brocket,B623,1
Brockett,B623,1
Brockhouse,B622,1
Brocklebank,B624,1
Brockman,B625,1
Brockway,B620,3
Brockwell,B624,3
Broclesby,B624,1
Broderick,B636,2
Broderwick,B636,1
Brodie,B630,3
Brodrick,B636,3
Brogden,B623,2
Bromage,B652,1
Bromel,B654,1
Bromfield,B651,1
Bromhead,B653,1
Bromiley,B654,2
Bromilow,B654,1
Bromley,B654,9
Brompton,B651,1
Bromwich,B652,1
Broocks,B620,1
Broodbank,B631,1
Brook,B620,31
Brookbank,B621,2
Brookbanks,B621,1
Brooke,B620,11
Brooker,B626,5
Brookes,B622,24
Brookett,B623,1
Brookfield,B621,3
Brookhouse,B622,1
Brooking,B625,1
Brookman,B625,2
Brooks,B620,57
Brooksbank,B621,4
Brookshaw,B620,1
Broom,B650,12
Broome,B650,5
Broomfield,B651,3
Broomhall,B654,1
Broomham,B655,1
Broomhead,B653,4
Broscomb,B625,1
Brosheridge,B626,1
Broster,B623,3
Brothers,B636,1
Brotherton,B636,4
Brotherwood,B636,2
Brouard,B663,1
Brough,B620,9
Brougham,B625,2
Broughton,B623,11
Brouss,B620,1
Brow,B600,1
Brown,B650,348
Brownbill,B651,3
Brownbridge,B651,2
Browne,B650,10
Brownell,B654,2
Brownhill,B654,1
Browning,B655,11
Brownlees,B654,2
Brownlow,B654,3
Brownridge,B656,2
Brownscombe,B652,1
Brownsell,B652,1
Browse?,B620,1
Broxholm?,B624,1
Broxup?,B621,1
Bruce,B620,9
Bruckley,B624,1
Bruckshaw,B620,2
Brudnett,B635,1
Bruford,B616,1
Brumage,B652,1
Brumbill,B651,1
Brumfit,B651,2
Brumfitt,B651,2
Brumhill,B654,1
Brumwell,B654,1
Brundell,B653,1
Brunger,B652,1
Bruning,B655,1
Brunskill,B652,2
Brunt,B653,9
Bruntnell,B653,1
Brunwin,B655,2
Brunyee,B650,2
Brushwood,B623,1
Bruson,B625,1
Bruton,B635,3
Bryan,B650,18
Bryant,B653,22
Bryanton,B653,1
Bryce,B620,1
Bryde,B630,1
Brydges,B632,2
Brydon,B635,2
Bryenton,B653,1
Bryer,B660,2
Bryers,B662,1
Bryon,B650,1
Bryson,B625,1
Bubb,B100,1
Bubbins,B152,1
Bubeer,B160,1
Buchanan,B255,6
Buchannan,B255,1
Buck,B200,15
Buckby,B210,1
Buckel,B240,1
Buckell,B240,2
Buckenham,B255,1
Buckeridge,B263,1
Buckett,B230,1
Buckham,B250,1
Buckhout?,B230,3
Buckhurst,B262,2
Buckingham,B252,7
Buckland,B245,10
Buckle,B240,9
Buckler,B246,1
Buckley,B240,32
Bucklle,B240,2
Buckman,B255,1
Buckmaster,B252,1
Bucknall,B254,1
Bucknell,B254,4
Buckston,B235,1
Buckton,B235,3
Buckworth,B263,1
Budd,B300,7
Buddery?,B360,1
Budds,B320,1
Budgen,B325,3
Budibent?,B315,1
Buffery,B160,1
Buffin,B150,1
Buffy,B100,1
Bugano?,B250,1
Bugbird,B216,1
Bugby,B210,1
Bugden,B235,2
Bugg,B200,3
Bugga,B200,1
Buggins,B252,1
Buglass,B242,1
Bugler,B246,2
Builder,B436,1
Bulbeck,B412,1
Bulcock,B422,2
Bulger,B426,1
Bulkeley,B424,1
Bull,B400,23
Bullard,B463,1
Bullass,B420,1
Bullcock,B422,1
Bulled,B430,2
Bulleid,B430,1
Bullen,B450,14
Buller,B460,1
Bullerwell,B464,1
Bulley,B400,3
Bulleyment,B455,1
Bulliman,B455,1
Bullin,B450,1
Bulling,B452,1
Bullingham,B452,1
Bullivant,B415,4
Bullman,B455,1
Bullock,B420,24
Bullough,B420,3
Bulman,B455,2
Bulmer,B456,8
Bulpit,B413,2
Bulstrode,B423,1
Bulter,B436,1
Bumfield,B514,1
Bumford,B516,3
Bumpus,B512,1
Bumstead,B523,2
Bunce,B520,4
Bundey,B530,3
Bundock,B532,2
Bundy,B530,3
Bungard,B526,1
Bungay,B520,1
Bunker,B526,2
Bunn,B500,10
Bunnell,B540,1
Bunnett,B530,1
Bunney,B500,1
Bunt,B530,1
Bunting,B535,7
Bunton,B535,2
Bunyan,B550,2
Bunyon,B550,1
Burbeck,B612,2
Burbery,B616,2
Burbidge,B613,3
Burbie,B610,1
Burbige,B612,1
Burch,B620,7
Burchall,B624,1
Burcham,B625,2
Burchell,B624,4
Burchett,B623,2
Burchnal,B625,1
Burdan,B635,1
Burdekin,B632,1
Burden,B635,5
Burdess,B632,2
Burdett,B633,6
Burdock,B632,1
Burdon,B635,3
Burell,B640,1
Burey,B600,1
Burford,B616,8
Burgam,B625,1
Burge,B620,6
Burges,B622,2
Burgess,B622,39
Burgh,B620,1
Burgham,B625,1
Burgin,B625,1
Burgoin,B625,1
Burgoyne,B625,3
Burk,B620,3
Burkbey,B621,1
Burke,B620,16
Burkett,B623,1
Burkill,B624,1
Burks,B620,1
Burland,B645,2
Burleigh,B642,1
Burley,B640,5
Burling,B645,1
Burlingham,B645,1
Burll,B640,1
Burlling,B645,1
Burlls,B642,1
Burlow,B640,1
Burman,B655,1
Burn,B650,15
Burnard,B656,4
Burnas,B652,1
Burne,B650,4
Burnell,B654,3
Burnes,B652,1
Burnett,B653,16
Burnham,B655,4
Burnhill,B654,1
Burnley,B654,8
Burnman,B655,1
Burns,B652,16
Burnsides,B652,1
Burnston,B652,1
Burr,B600,5
Burrage,B620,1
Burras,B620,1
Burrell,B640,7
Burrett,B630,1
Burridge,B632,3
Burrige,B620,1
Burrill,B640,3
Burrington,B652,1
Burroughs,B622,5
Burrow,B600,9
Burrowbridge,B616,1
Burrowes,B620,1
Burrows,B620,32
Burser,B626,1
Burston,B623,1
Burt,B630,14
Burtenshaw,B635,1
Burton,B635,61
Burtonwood,B635,2
Burtwistle,B632,1
Burwin,B650,1
Bury,B600,9
Busby,B210,2
Bush,B200,9
Bushby,B210,1
Bushell,B240,4
Bushnall,B254,1
Bushnell,B254,1
Busill,B240,1
Busk,B200,1
Buss,B200,3
Bussell,B240,3
Busset,B230,1
Bussey,B200,3
Bussingham,B252,1
Buston,B235,1
Buswell,B240,4
Butcher,B326,28
Butland,B345,1
Butlar,B346,1
Butler,B346,54
Butlin,B345,3
Butram,B365,1
Butt,B300,11
Buttemer,B356,1
Butterfell,B361,1
Butterfield,B361,7
Butters,B362,2
Butterwick,B362,2
Butterworth,B366,39
Buttery,B360,6
Buttifant,B315,1
Buttle,B340,2
Buttler,B346,1
Button,B350,9
Butty,B300,1
Buxton,B235,9
Buzby,B210,1
Buzer,B260,1
Buzza,B200,2
Buzzard,B263,1
Byard,B630,2
Byars,B620,1
Byatt,B300,3
Bye,B000,3
Byers,B620,3
Byfield,B143,1
Byford,B163,3
Bygrave,B261,1
Byham,B500,1
Byng,B520,1
Bynnion,B550,1
Bynon,B550,2
Byott,B300,1
Byram,B650,1
Byrne,B650,10
Byrnes,B652,2
Byrom,B650,2
Byron,B650,4
Byrt,B630,1
Bysouth,B230,1
Bywater,B360,3
Byway,B000,1
Cacace,C220,1
Cad,C300,1
Caddey,C300,2
Caddick,C320,6
Caddington,C352,1
Caddy,C300,3
Cade,C300,2
Cadell,C340,1
Caden,C350,1
Cadman,C355,4
Cadogan,C325,1
Cadwallader,C343,4
Caffrey,C160,1
Cage,C200,2
Cahill,C400,3
Cain,C500,1
Caine,C500,2
Caines,C520,1
Cairn,C650,1
Cairns,C652,4
Cake,C200,1
Cakebread,C216,1
Caklip,C241,1
Calaway,C400,1
Calbert,C416,1
Calcott,C423,1
Calder,C436,3
Calderbank,C436,2
Calderhead,C436,1
Caldicott,C432,1
Caldwell,C434,5
Cale,C400,2
Caley,C400,2
Calf,C410,2
Calford,C416,1
Call,C400,1
Calladine,C435,1
Callagan,C425,1
Callaghan,C425,9
Callan,C450,1
Calland,C453,3
Callander,C453,2
Callard,C463,5
Callary,C460,1
Callaway,C400,1
Callcott,C423,2
Caller,C460,1
Callicott,C423,1
Calligham,C425,1
Callis,C420,2
Callow,C400,4
Calloway,C400,1
Calnan,C455,1
Calton,C435,2
Calver,C416,3
Calverley,C416,1
Calvert,C416,12
Cam,C500,1
Cambell,C514,1
Cambers,C516,1
Cambridge,C516,1
Cameron,C565,3
Camerone,C565,1
Camfield,C514,1
Camidge,C532,1
Camm,C500,2
Cammish,C520,1
Camp,C510,5
Campany,C515,1
Campbell,C514,26
Campelman,C514,1
Campion,C515,6
Camplin,C514,2
Camsell,C524,2
Canaway,C500,1
Candler,C534,2
Cane,C500,2
Caney,C500,2
Canham,C550,5
Cank,C520,1
Cann,C500,5
Cannall,C540,1
Cannam,C550,1
Cannan,C550,1
Cannell,C540,1
Canning,C552,1
Cannings,C552,1
Cannon,C550,13
Cannons,C552,2
Cannor,C560,1
Cansfield,C521,1
Cant,C530,1
Canter,C536,1
Cantle,C534,1
Cantlon,C534,1
Cantrell,C536,1
Cantwell,C534,1
Canty,C530,2
Cape,C100,3
Capel,C140,4
Capell,C140,2
Capener,C156,1
Capewell,C140,3
Caple,C140,3
Caplen,C145,1
Capon,C150,2
Capper,C160,5
Carbis,C612,2
Carbon,C615,1
Carbutt,C613,1
Card,C630,3
Carden,C635,2
Cardew,C630,1
Cardin,C635,1
Carduffy,C631,1
Cardwell,C634,1
Care,C600,3
Carefoot,C613,1
Careless,C642,2
Carey,C600,11
Cargill,C624,1
Carins,C652,1
Cariodus,C632,1
Carioli,C640,1
Cariss,C620,2
Caritt,C630,1
Carless,C642,2
Carleton,C643,2
Carlile,C644,1
Carliles,C644,1
Carlill,C644,1
Carlin,C645,2
Carline,C645,2
Carling,C645,4
Carlow,C640,1
Carlton,C643,6
Carlyle,C644,1
Carlyon,C645,1
Carman,C655,4
Carmichael,C652,1
Carnal,C654,1
Carnall,C654,2
Carne,C650,3
Carnell,C654,1
Carnelley,C654,1
Carnelly,C654,1
Carney,C650,3
Carnie,C650,2
Carnley,C654,1
Carol,C640,1
Carpenter,C615,16
Carr,C600,46
Carragan,C625,1
Carran,C650,1
Carratt,C630,1
Carrell,C640,2
Carrick,C620,4
Carrier,C660,1
Carrig,C620,1
Carrigan,C625,1
Carrington,C652,9
Carroll,C640,7
Carruthers,C636,7
Carsans,C625,1
Carson,C625,3
Carsy,C620,1
Carter,C636,107
Cartermole,C636,1
Cartey,C630,1
Carthew,C630,2
Cartisser,C632,1
Cartledge,C634,3
Cartmel,C635,1
Cartmell,C635,2
Cartner,C635,1
Cartwright,C636,32
Carty,C630,2
Carvell,C614,1
Carver,C616,8
Carveth,C613,3
Carwithen,C635,1
Carwood,C630,1
Carylon,C645,1
Case,C200,8
Casebourn,C216,1
Caselaw,C240,1
Caselton,C243,1
Casey,C200,9
Cash,C200,2
Cashmore,C256,1
Cason,C250,2
Cass,C200,5
Cassford,C216,1
Cassiday,C230,1
Cassidy,C230,3
Casson,C250,3
Castell,C234,3
Casterfen,C236,1
Castine,C235,1
Castle,C234,15
Castleman,C234,1
Castleton,C234,1
Caston,C235,1
Caswall,C240,2
Caswell,C240,5
Catarall,C364,1
Catchlove,C324,1
Catchpole,C321,5
Cater,C360,4
Cateram,C365,1
Caterer,C366,1
Catherall,C364,3
Cathey,C300,1
Catley,C340,2
Catlin,C345,3
Catling,C345,2
Catlow,C340,3
Cato,C300,2
Caton,C350,8
Cator,C360,2
Catt,C300,3
Cattell,C340,1
Catterall,C364,1
Catterick,C362,1
Cattermole,C365,2
Catterson,C362,1
Catton,C350,2
Cattons,C352,1
Cattrell,C364,1
Cauby,C100,1
Caudrey,C360,1
Cauk,C200,1
Cauldwell,C434,1
Caulfield,C414,1
Caunce,C520,2
Caunt,C530,2
Caunter,C536,2
Causer,C260,2
Causfield,C214,1
Causton,C235,1
Cauter,C360,1
Cautrell,C364,1
Cauty,C300,1
Cauwood,C300,1
Cavanagh,C152,6
Cavanaugh,C152,1
Cave,C100,16
Cavell,C140,2
Cavendish,C153,2
Cavey,C100,1
Caviell,C140,1
Cavil,C140,1
Cavill,C140,4
Cavins,C152,1
Cavis,C120,2
Cawcutt,C230,1
Cawdrey,C360,1
Cawes,C200,1
Caweth,C300,1
Cawford,C163,2
Cawley,C400,4
Cawood,C300,3
Cawser,C260,1
Cawte,C300,1
Cawthorn,C365,1
Cawthra,C360,1
Cawton,C350,1
Caygill,C240,2
Cayzer,C260,1
Cazalet,C243,1
Ceady,C300,1
Cearns,C652,1
Ceary,C600,1
Cenon,C550,1
Cerjat,C623,1
Chadderton,C363,1
Chaddock,C320,2
Chadwick,C320,33
Chafer,C160,2
Chaffer,C160,3
Chaffey,C100,2
Chaffy,C100,1
Chalcraft,C426,2
Chalice,C420,1
Chalk,C420,3
Chalke,C420,1
Chalker,C426,2
Chalkley,C424,4
Chalkly,C424,1
Challand,C453,2
Challenger,C452,2
Challenor,C456,1
Challice,C420,1
Challiner,C456,1
Challinor,C456,2
Challis,C420,6
Challoner,C456,1
Chalmers,C456,1
Chaloner,C456,1
Chamberlain,C516,21
Chamberland,C516,1
Chamberlen,C516,1
Chamberlin,C516,5
Chambers,C516,34
Chambres,C516,1
Chamley,C540,1
Champ,C510,3
Champion,C515,8
Chance,C520,4
Chandler,C534,17
Chandley,C534,2
Chaney,C500,2
Channon,C550,1
Chant,C530,4
Chantler,C534,5
Chapel,C140,2
Chapelhow,C140,2
Chapelow,C140,1
Chapender,C153,1
Chaplain,C145,2
Chaplin,C145,8
Chapman,C155,78
Chappel,C140,4
Chappell,C140,10
Chappenden,C153,1
Chapple,C140,7
Chard,C630,6
Charge,C620,1
Charles,C642,20
Charlesworth,C642,5
Charleton,C643,1
Charlett,C643,1
Charley,C640,1
Charlston,C642,1
Charlton,C643,16
Charlwood,C643,1
Charman,C655,3
Charmbury,C651,1
Charnell,C654,1
Charnley,C654,4
Charnock,C652,2
Charrington,C652,1
Chart,C630,1
Charter,C636,2
Charvills,C614,1
Chase,C200,2
Chasteney,C235,1
Chaston,C235,1
Chatburn,C316,2
Chatfield,C314,2
Chatt,C300,1
Chattell,C340,1
Chatten,C350,2
Chatterson,C362,1
Chatterton,C363,5
Chatton,C350,3
Chatwin,C350,1
Chawner,C560,1
Cheal,C400,2
Cheavin?,C150,1
Checketts,C232,2
Checkley,C240,1
Cheek,C200,2
Cheesborough,C216,1
Cheese,C200,1
Cheesebrough,C216,3
Cheeseman,C255,3
Cheesman,C255,5
Cheetham,C350,11
Cheetwood,C330,1
Cheffings,C152,1
Chell,C400,4
Chellman,C455,1
Chelton,C435,1
Cheriton?,C635,1
Cherrey,C600,1
Cherrington,C652,1
Cherry,C600,6
Chesher,C260,2
Cheshire,C260,2
Chessell,C240,1
Chester,C236,7
Chesterman,C236,1
Chesters,C236,3
Chesterton,C236,4
Chestney,C235,1
Chesty,C230,1
Chesworth,C263,1
Chetham,C350,1
Chettle,C340,1
Chettleborgh,C341,1
Chettleboroug,C341,2
Chettleburgh,C341,2
Chetwode,C330,1
Chetwynd,C353,3
Chew,C000,3
Chibbett,C130,1
Chick,C200,4
Chicken,C250,1
Chidell,C340,1
Chidlay,C340,1
Chidler,C346,1
Chidley,C340,1
Chidlow,C340,1
Chiffey,C100,1
Chignell,C254,1
Chilcott,C423,1
Child,C430,15
Childes,C432,1
Childs,C432,9
Chillick,C420,1
Chilman,C455,1
Chilton,C435,5
China,C500,1
Chinery,C560,2
Ching,C520,2
Chinn,C500,4
Chinnery,C560,1
Chinnock,C520,2
Chiplin,C145,1
Chipman,C155,2
Chippendale,C153,2
Chipperfield,C161,2
Chippington,C152,1
Chipps,C120,1
Chisholm,C245,4
Chislett,C243,1
Chisnall,C254,2
Chittenden,C353,1
Chittock,C320,3
Chitty,C300,1
Chivers,C162,4
Chiverton,C163,1
Choal,C400,1
Chorley,C640,1
Chorlton,C643,3
Chouls?,C420,1
Chown,C500,5
Chowns,C520,1
Choyce,C200,1
Chrichton,C623,1
Chrishop,C621,1
Christain,C623,1
Christelow,C623,1
Christian,C623,3
Christiansen,C623,2
Christie,C623,5
Christin,C623,1
Christmas,C623,6
Christon,C623,1
Christopher,C623,6
Christy,C623,1
Chrystal,C623,1
Chubb,C100,3
Church,C620,15
Churcher,C626,1
Churches,C622,1
Churchill,C624,8
Churchman,C625,2
Churm,C650,1
Chynoweth,C530,1
Cillinson?,C452,1
Civil,C140,1
Clabbon,C415,1
Clabon,C415,1
Clacy,C420,1
Claggett,C423,1
Claison,C425,1
Clamson,C452,1
Clancy,C452,3
Clandenon,C453,1
Clandy,C453,1
Clapham,C415,7
Clapp,C410,3
Clappison,C412,3
Clarbour,C461,1
Clare,C460,11
Claricoats,C462,1
Claridge,C463,3
Clark,C462,155
Clarke,C462,129
Clarkson,C462,16
Clasby,C421,1
Clatworthy,C436,2
Claudy,C430,1
Claughton,C423,1
Claus,C420,1
Clavering,C416,1
Claxton,C423,4
Clay,C400,12
Clayburn,C416,1
Claydon,C435,3
Clayfield,C414,2
Clayson,C425,2
Clayton,C435,29
Clean,C450,1
Cleare,C460,2
Clearr,C460,1
Cleary,C460,2
Cleasby,C421,4
Cleathero?,C436,1
Cleave,C410,2
Cleaver,C416,6
Clee,C400,4
Cleet,C430,2
Cleetes,C432,1
Cleets,C432,1
Cleeve,C410,1
Clegg,C420,26
Clelland,C445,1
Clemence,C455,1
Clemens,C455,2
Clemenson,C455,1
Clement,C455,7
Clementi,C455,1
Clements,C455,26
Clementson,C455,1
Clemes,C452,1
Cleminson,C455,1
Clemmans,C455,1
Clemmenson,C455,1
Clemment,C455,1
Clemmey,C450,1
Clemo,C450,1
Clemson,C452,1
Clench,C452,1
Clensey,C452,1
Cleugh,C420,1
Cleutterbuck,C436,1
Cleveland,C414,1
Cleverly,C416,1
Clewes,C420,1
Clewlow,C440,2
Clews,C420,3
Cleyden,C435,1
Cliff,C410,10
Cliffe,C410,4
Cliffen,C415,1
Clifford,C416,13
Clift,C413,6
Clifton,C413,8
Climance,C455,1
Climenson,C455,1
Climo,C450,2
Climpson,C451,1
Clinch,C452,1
Clinkard,C452,1
Clint,C453,2
Clinton,C453,3
Clipson,C412,1
Clisby,C421,1
Clish,C420,1
Clissold,C424,4
Clitheroe,C436,1
Clives,C412,1
Cloak,C420,1
Clogg,C420,1
Cloke,C420,1
Cloridge,C463,1
Close,C420,7
Clothier,C436,3
Clotworthy,C436,1
Cloud,C430,1
Cloudley,C434,1
Clough,C420,16
Clover,C416,1
Cloves,C412,1
Clower,C460,1
Clowes,C420,3
Clowsay,C420,1
Cluer,C460,1
Clulo,C440,1
Clusterman,C423,1
Clutten,C435,1
Clutterbuck,C436,4
Clutterham,C436,2
Clyde,C430,1
Clyma,C450,1
Clynton,C453,1
Clysedale,C423,1
Coachifer,C216,1
Coad,C300,1
Coade,C300,1
Coal,C400,1
Coales,C420,1
Coalle,C400,1
Coate,C300,2
Coates,C320,33
Coatman,C355,1
Coats,C320,2
Coatsworth,C326,1
Cobb,C100,4
Cobbern,C165,1
Cobbett,C130,1
Cobbledick,C143,1
Cobbold,C143,2
Cobby,C100,1
Cobley,C140,1
Cochrane,C265,2
Cock,C200,16
Cockaday,C230,1
Cockayne,C250,3
Cockbill,C214,1
Cockburn,C216,6
Cockcroft,C261,2
Cockell,C240,1
Cocker,C260,6
Cockeril,C264,2
Cockerill,C264,5
Cockerline,C264,2
Cockersole,C262,2
Cockett,C230,1
Cockfield,C214,1
Cockin,C250,1
Cocking,C252,3
Cockings,C252,1
Cockle,C240,2
Cockram,C265,2
Cockrell,C264,1
Cockrem,C265,1
Cockroft,C261,2
Cocks,C200,6
Cocksedge,C232,1
Cockshoot,C230,1
Cockshot,C230,1
